id,pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12
9JMVlzTjPj,3,3,4,3,4,3,2,1,2,2,2,3,3,5,2,2,1,1,2,1,5,3,4,3,3,4,3,2,3,2,5,3,2,3,1,0,3,2,3,3,3,4,2,2,2,1,5,3,3,3,4,2,3,3,3,4,3,3,3,3,3,3,1,3,3
9mhyQBSpBH,3,3,2,2,2,3,2,3,2,2,2,2,3,3,2,2,2,3,4,3,2,2,2,2,2,3,3,2,3,3,3,3,3,2,4,2,2,3,2,2,3,2,2,3,3,3,3,3,2,2,3,2,3,3,2,3,3,4,3,3,3,3,2,4,3
9mPIK2zsgc,3,1,4,4,1,4,4,4,4,1,3,1,4,5,1,2,2,1,1,3,5,5,4,1,4,4,5,4,4,1,1,5,4,4,1,1,4,1,1,3,2,4,3,1,3,1,5,0,3,4,5,1,1,4,2,4,1,3,1,2,4,2,2,2,3
9PxMVEgIgX,2,3,2,2,2,4,2,3,1,1,3,3,3,1,2,3,3,4,1,3,3,3,4,4,4,5,3,2,3,3,4,5,3,2,1,3,4,3,4,2,4,3,4,2,4,2,3,2,4,3,2,4,1,4,4,4,4,4,4,3,3,4,4,4,4
9qAfBaDbG6,3,3,3,3,3,3,3,3,3,3,4,2,3,2,1,1,1,2,1,2,5,5,4,4,5,4,5,4,4,3,3,5,2,2,2,2,2,4,3,1,1,2,4,4,4,2,4,3,4,3,4,4,4,2,2,3,2,2,2,2,2,2,2,3,3
9qnKRL8wzM,5,5,4,4,1,5,5,5,3,5,5,5,5,5,5,5,0,3,3,5,5,5,5,5,5,5,5,5,5,0,5,5,5,0,5,3,5,5,3,3,3,5,3,4,5,0,5,2,2,5,5,5,3,3,2,2,2,2,0,2,1,2,2,2,2
9sPzp5mtke,4,2,4,3,4,5,3,4,4,4,2,4,4,5,3,5,0,2,2,3,5,5,5,3,4,5,4,5,5,4,4,4,3,0,1,3,1,4,4,2,4,1,4,4,3,1,5,4,4,4,5,4,3,4,3,4,3,4,2,4,4,4,2,3,4
9TJEgvJPsi,3,4,4,4,4,3,3,4,3,3,3,3,3,5,1,1,0,1,2,2,5,4,4,3,3,3,4,4,3,3,4,4,3,2,1,2,2,2,3,2,1,0,2,2,3,2,5,4,3,3,5,3,4,3,3,3,3,3,2,2,2,2,2,3,2
a0ZkD0fyb2,5,5,5,3,5,5,5,5,5,3,5,4,5,5,5,5,3,2,5,3,5,5,5,2,5,5,5,5,5,3,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,1,2,4,1,2,1,0,2,1,2,1,2
a3DFQSxlbN,3,2,4,3,2,2,2,3,3,3,2,1,2,2,1,1,3,0,0,2,4,4,4,2,3,3,2,3,3,1,2,3,2,2,1,1,1,1,2,2,2,2,2,1,2,2,3,2,3,3,3,2,3,4,4,5,4,4,4,3,3,4,3,4,4
A5ZbSiQdF2,0,2,2,5,0,3,3,3,1,3,0,0,1,5,0,0,1,0,0,0,4,4,4,4,0,3,0,1,1,0,3,3,2,2,3,1,2,1,4,1,2,2,1,2,0,1,4,0,2,0,4,1,1,3,3,3,2,3,4,1,3,3,1,3,4
Arf8pib9J0,2,2,2,2,2,3,3,3,3,2,2,1,3,2,2,2,2,2,2,2,3,3,3,3,1,3,2,3,2,2,1,1,1,2,1,1,3,2,2,2,2,1,2,3,1,2,3,1,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2
aRFd1CjJx3,2,2,2,3,3,2,2,3,3,3,3,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,3,3,2,2,2,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
arkqxLwMN0,2,4,1,5,1,3,2,3,3,4,1,1,1,3,0,2,1,0,1,1,3,4,3,2,1,3,4,5,1,3,3,4,1,0,2,2,0,2,2,2,1,1,1,1,0,4,4,2,2,2,3,1,1,5,5,4,4,4,3,1,4,5,2,4,5
arL4OuyxJk,2,2,3,2,2,3,2,3,3,2,3,3,2,3,2,3,1,2,2,2,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,3,2,2,3,3,3,2,3,3,1,2,2,2,2,2,2,2
AvgzFU3p3P,3,2,3,2,3,3,2,3,1,3,2,2,2,3,1,3,2,2,2,3,5,3,4,3,3,2,1,4,3,2,3,5,2,2,2,2,2,3,3,2,2,2,2,3,2,1,4,3,2,3,3,3,3,3,2,2,3,2,2,2,3,2,2,3,3
aVnbIJrQtt,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3,3,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3
aVwSrNhrwQ,4,3,4,4,3,4,3,4,4,4,1,3,3,5,0,4,0,1,1,4,5,5,5,5,5,5,5,4,5,4,4,4,1,0,1,1,1,3,3,0,0,1,3,3,3,4,4,3,4,4,4,3,3,4,2,3,2,2,1,2,3,3,2,2,4
aWvqgjh3dY,2,2,3,4,0,2,2,3,3,3,3,3,1,3,2,1,0,2,2,2,3,2,3,2,2,3,3,3,1,1,0,1,2,2,3,2,2,1,1,1,4,3,1,2,1,4,3,1,2,1,4,0,3,1,0,0,2,0,5,0,0,0,1,1,2
AWxfhpLg8i,1,3,2,4,2,2,1,2,4,0,1,2,1,3,2,3,2,2,1,2,1,1,1,2,2,3,3,2,1,3,3,1,4,3,2,3,1,3,2,3,4,2,2,2,2,3,3,3,4,3,4,2,2,2,3,1,3,1,3,2,1,1,2,2,2
ax8ccn5nns,3,3,4,5,2,3,4,4,3,4,3,1,5,4,1,3,0,1,1,1,4,4,5,4,3,4,4,5,4,1,3,4,0,0,1,0,0,2,2,0,0,0,1,3,0,3,5,2,4,3,5,3,3,1,3,4,3,3,1,1,4,4,1,4,4
aYnNkRNNAq,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,2,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3
b108114pAC,2,2,2,2,1,0,1,3,4,0,2,2,2,4,0,3,0,1,1,1,5,3,4,4,5,1,3,4,3,0,2,3,1,1,1,0,0,2,2,1,1,2,2,1,2,1,4,2,1,3,4,1,1,4,4,4,3,4,3,2,4,4,4,4,4
b1hVn9hrWJ,3,3,3,3,3,4,4,4,3,4,3,3,2,4,2,3,1,2,2,3,5,5,4,1,4,4,5,4,4,4,3,3,2,1,1,1,2,4,2,1,2,1,3,1,2,2,4,1,3,4,4,2,1,3,3,3,2,3,3,3,3,3,3,3,4
b6ilR4UDwu,1,0,2,2,0,2,1,0,0,0,1,1,1,1,1,1,2,2,1,2,4,3,3,2,1,0,2,1,2,1,1,0,2,1,1,1,2,2,3,1,1,2,0,0,0,4,2,2,2,1,2,2,2,4,4,4,4,4,3,4,2,4,2,4,4
B6K2ad0WQk,4,2,4,3,1,4,4,3,3,3,5,4,4,5,4,4,1,4,4,5,5,5,1,4,3,4,5,4,5,2,4,5,4,1,0,5,3,3,4,1,1,4,4,4,2,1,4,1,3,4,3,3,1,4,1,3,1,3,1,1,1,1,1,1,1
bAiiRIiaqY,3,4,4,3,2,4,2,3,3,4,2,2,2,3,2,3,1,2,2,3,3,3,2,3,2,4,2,3,4,2,2,3,2,1,1,2,1,3,1,2,3,3,3,2,2,2,4,2,3,3,4,2,3,3,4,4,4,4,4,3,4,4,3,5,4
bBq5RPgHtb,2,1,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,1,2,3,1,2,0,2,2,1,2,2,0,0,2,2,0,2,2,2,0,2,3,2,3,3,1,2,1,3,1,2,2,3
beV6gEaPiL,3,3,2,3,2,3,2,3,3,2,2,2,1,3,2,3,3,1,3,3,3,3,3,2,2,3,2,3,3,2,2,3,2,1,2,2,2,2,2,1,1,3,2,2,2,3,3,2,3,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2
bFwa1RFcp7,3,3,4,4,2,2,1,3,2,2,3,2,2,3,2,2,1,0,1,4,4,4,4,2,3,4,2,3,4,2,2,4,2,3,1,0,3,3,2,1,3,3,2,0,2,2,4,2,3,2,5,2,3,5,5,4,4,5,5,4,5,4,4,5,4
BgLmwiiaLD,3,3,2,4,3,2,2,3,2,4,3,3,3,4,1,2,1,2,1,2,4,4,4,4,2,3,4,4,3,0,4,3,3,3,4,1,4,3,3,3,3,4,2,2,4,3,5,3,2,3,5,3,2,4,2,2,3,2,2,1,4,3,1,2,3
BgnswFV8sQ,3,3,3,3,0,3,2,3,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,0,2,2,3,2,3,3,3,0,2,2,2,3,2,2,2,2,2,2,2,2,2
biaRkwRoCl,3,3,5,5,5,5,5,5,3,3,0,3,5,5,3,2,1,0,0,3,5,5,5,4,5,5,5,3,4,3,5,2,3,5,0,0,3,0,3,5,5,5,1,2,3,2,5,3,3,3,5,3,4,0,0,0,2,2,0,0,0,0,0,0,3
biDh5hEcDD,3,2,4,3,3,4,3,3,3,3,1,1,4,3,1,3,3,1,1,0,5,4,5,4,4,4,3,4,5,2,5,5,3,1,1,0,2,4,3,2,3,2,3,2,2,1,4,3,3,2,4,3,3,2,2,4,3,2,1,1,2,2,2,2,2
BIEn5vnIsc,4,4,3,1,4,4,4,4,4,3,3,3,3,4,3,3,1,3,4,4,4,4,1,3,3,3,4,4,4,2,4,4,3,2,4,3,3,3,1,1,1,3,4,4,3,2,3,4,3,3,1,3,2,4,4,3,4,3,1,4,3,4,4,3,3
BKKAeKX6i4,3,4,3,3,4,4,3,4,3,2,2,2,3,4,2,2,1,1,2,1,3,3,3,4,4,4,3,4,4,1,4,4,3,3,2,1,3,0,2,3,3,3,2,3,3,2,4,4,4,3,4,4,1,4,2,4,2,3,3,1,4,4,3,1,4
boXH8yMofA,3,2,3,3,2,2,2,4,2,3,2,1,2,4,1,2,3,1,1,2,4,4,4,3,3,2,2,3,3,1,3,3,3,3,2,2,3,2,3,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3
BRfezgCZyn,2,3,3,3,2,2,2,2,3,2,3,3,2,2,3,3,0,2,3,1,3,2,3,2,2,1,4,3,2,3,1,2,3,2,3,3,3,3,3,1,1,3,3,2,3,2,3,2,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,4
bte8e7Z6NJ,2,3,4,3,2,3,3,2,3,1,2,2,3,3,2,2,2,2,2,2,3,3,4,4,3,3,3,5,3,4,3,3,2,2,2,1,2,2,3,2,2,2,3,3,2,2,2,3,4,3,2,3,3,2,1,2,0,0,2,0,1,0,0,0,0
BUQCbt5bGo,3,4,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,4,2,4,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,2,3,3,2,2,2,3,3,0,2,2,2,2,2,3,2,2,2,2,3,3
bWlnaTjiC1,2,2,2,2,2,2,2,3,2,1,3,3,2,3,3,3,2,2,2,3,3,3,3,4,3,3,3,2,3,2,3,3,1,2,1,1,1,2,2,2,2,2,2,2,1,3,2,1,2,1,2,0,2,2,1,1,0,0,1,2,2,1,3,1,1
ByQbgttny5,4,4,1,3,3,2,0,2,2,3,1,2,2,4,2,3,1,2,2,4,5,5,4,4,4,4,4,4,4,2,3,4,2,0,2,0,2,3,2,1,1,0,4,3,2,1,3,2,2,2,1,2,1,3,3,4,3,3,1,2,3,1,2,3,3
C1hCP6GdAi,3,3,3,3,3,3,2,3,3,4,2,2,4,3,1,2,1,1,1,2,4,4,4,4,1,4,4,5,4,4,3,4,1,2,1,1,1,3,3,2,2,1,2,2,2,1,5,3,3,4,5,2,3,4,3,4,3,3,3,1,3,3,1,4,5
c6jGks9jiT,2,2,2,2,3,3,2,4,3,2,2,3,4,5,2,2,0,2,2,2,5,5,3,5,3,4,3,3,4,1,4,4,3,2,2,2,3,3,3,0,2,5,0,3,2,0,4,3,3,2,4,3,3,3,2,3,3,2,2,0,2,3,0,2,3
CBUAHmfxT7,2,3,4,3,3,2,3,3,3,3,2,4,3,2,3,4,1,3,2,3,4,3,4,4,4,3,2,2,4,4,3,3,2,2,2,3,3,2,3,2,3,2,3,3,2,5,4,3,4,2,4,4,1,3,4,3,2,3,4,3,4,3,4,3,4
CCLLXZmKFX,3,3,2,2,2,4,2,2,3,3,2,3,3,3,2,1,2,2,1,2,4,4,4,4,4,4,4,4,4,3,3,4,3,3,1,2,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,2,2,2,2,2,1,2,2,1,2,2,2
cDPkYVL8XK,2,2,3,3,1,2,1,3,3,3,1,2,2,4,1,1,0,1,1,0,3,3,3,3,2,3,4,3,2,2,2,3,1,1,3,1,1,2,2,3,1,2,3,2,3,2,3,1,2,1,3,1,1,3,0,1,0,0,1,0,2,0,0,0,0
cEhpXuWrOm,2,2,2,1,0,4,2,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,3,0,0,4,3,4,4,4,3,2,4,4,4,4,4
CmgiNuQfyp,2,2,3,4,0,0,3,2,3,3,1,0,3,3,1,0,4,2,1,2,4,3,3,3,2,2,4,4,3,3,0,2,3,2,3,0,2,2,0,3,3,4,2,0,2,4,4,0,2,0,3,0,0,3,3,0,3,3,3,0,5,1,1,3,3
Cnz4M0NWTH,4,3,3,3,5,4,4,3,3,3,3,3,3,3,3,3,0,2,4,2,5,5,5,0,5,4,3,4,4,3,5,4,3,1,0,0,2,2,3,1,1,2,2,3,2,1,5,5,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,4,4
cSzTg5LENR,2,2,3,2,2,4,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,2,3,2,3,2,2,3,3,1,2,1,2,2,1,2,2,2,2,3,3,1,2,3,1,3,3,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3
ctActo4w67,4,3,4,3,3,3,3,4,3,3,3,4,4,2,3,3,1,1,3,2,5,5,5,5,5,4,5,4,3,5,2,5,4,3,1,1,4,5,3,3,4,2,3,2,3,2,4,1,4,4,4,3,4,4,3,5,3,3,3,3,3,2,3,3,3
cugy9zkPlK,3,3,4,4,1,4,2,3,4,1,0,0,4,3,0,1,0,0,0,0,4,3,4,3,3,4,4,3,4,2,2,4,0,0,0,0,0,0,0,0,0,3,3,0,0,2,4,0,3,1,4,0,2,4,2,3,4,3,1,1,4,2,1,2,1
CxRA9dbSiK,4,3,4,3,2,3,2,3,3,4,3,3,3,4,2,2,1,2,2,1,4,4,5,1,4,4,3,3,3,3,2,4,3,0,0,1,3,2,2,1,2,2,1,2,1,2,3,2,3,3,4,3,3,4,3,3,3,3,3,2,3,2,2,3,3
D2SJXznsSG,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,3,1,2,1,1,2,2,1,2,2
D49TrgdvWD,2,2,3,2,0,4,3,2,3,5,2,2,2,4,2,1,3,2,1,2,5,3,4,4,3,5,5,5,4,3,1,5,2,1,4,0,2,3,2,2,2,2,3,1,4,0,3,1,5,3,2,2,2,3,1,0,1,1,0,1,2,1,1,1,0
D7GV7o71AX,2,2,0,0,0,4,0,2,2,4,0,2,1,5,0,0,0,3,1,3,5,5,3,5,5,2,2,2,2,4,1,2,0,2,0,0,1,0,0,2,0,1,0,1,0,2,5,1,1,1,4,0,0,3,0,4,0,3,1,3,3,3,3,3,4
D8oTo54hC9,4,4,4,4,3,4,3,4,4,3,3,2,2,4,3,4,1,2,3,3,4,4,5,2,5,5,5,5,2,2,3,3,4,3,0,1,4,3,2,4,4,3,2,3,2,0,5,3,4,3,5,3,3,3,4,4,3,4,3,2,5,3,4,4,4
dBtvDRJJYT,3,3,4,3,2,3,3,3,3,3,2,1,3,4,1,2,5,2,3,3,3,4,4,4,3,4,3,3,3,3,2,3,2,1,0,0,2,3,3,1,1,1,3,1,0,1,5,2,2,3,4,2,1,3,2,3,2,3,3,1,4,3,3,3,3
DchEVHY7pA,2,2,3,3,0,2,2,3,3,4,2,2,3,4,1,1,4,0,0,3,4,4,4,5,3,2,3,4,3,3,2,3,1,4,2,1,4,1,3,4,4,4,3,2,2,1,4,2,2,3,4,1,2,3,1,1,3,2,0,0,3,0,2,3,3
ddBupPLSv2,2,3,2,3,1,2,2,3,3,3,2,2,1,3,2,1,2,1,1,1,4,3,4,3,2,3,4,4,2,2,2,5,1,2,1,1,2,2,2,2,2,2,3,3,2,1,3,2,3,2,2,2,1,3,2,3,2,3,2,1,2,1,1,1,3
DIxxqD2G2n,4,2,2,2,2,2,4,4,3,3,3,4,4,4,4,4,2,4,3,4,3,3,4,3,2,3,5,4,4,1,4,4,4,2,4,3,3,3,2,0,1,2,3,2,4,2,3,3,4,3,1,2,1,4,4,3,4,3,1,3,4,4,4,5,3
djOWqnY5tw,3,2,1,2,2,4,3,3,3,1,2,2,3,3,2,2,2,0,2,1,5,3,4,4,3,4,5,5,3,3,3,5,3,3,1,1,3,2,2,3,2,3,3,2,2,1,4,1,2,3,4,2,2,5,4,5,3,4,4,4,5,1,3,4,4
dmMiu2KO7e,5,1,5,1,3,4,5,4,4,4,5,3,5,5,5,2,2,1,5,2,5,5,5,1,4,5,4,4,5,4,4,5,4,3,0,1,4,4,5,4,4,5,4,4,3,0,5,4,4,5,5,3,1,5,4,4,5,5,4,4,5,4,1,5,4
dWW5OFeDvC,2,0,4,4,1,3,4,1,2,1,1,2,2,3,2,3,1,1,3,1,2,2,4,2,2,1,2,2,3,4,2,1,2,4,2,2,1,1,4,2,3,3,4,2,2,4,1,1,2,1,3,3,3,3,3,4,1,3,3,2,4,4,2,3,1
dyTvYdCDJ8,3,2,4,2,2,3,3,3,3,3,2,3,3,4,2,3,2,2,2,2,3,4,4,3,3,2,4,3,3,2,3,3,3,2,1,1,3,3,3,1,3,2,3,1,2,2,3,3,2,3,4,2,3,3,2,3,2,3,2,3,3,2,3,3,3
dyWCwP0cR4,4,2,4,5,2,3,4,4,3,4,3,4,4,5,1,3,1,1,1,1,5,4,5,4,4,5,4,4,4,2,3,4,3,4,0,1,3,2,3,4,3,3,4,3,1,0,5,2,3,3,4,1,4,4,4,4,4,4,3,4,4,1,1,5,3
DYymbGUKy4,1,1,1,2,1,3,1,2,1,2,1,2,2,3,1,1,0,1,1,0,4,2,2,2,3,3,2,1,2,1,3,2,2,2,5,0,2,1,1,2,2,2,2,0,0,1,2,1,3,1,1,0,1,3,1,2,3,1,1,0,3,1,0,2,3
Dz8Be0cKg9,3,3,3,3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,3,2,2,3,3,2,3,3,3,3,2,3,2,3,3
E1JG5cwnGL,1,1,1,4,0,2,0,1,2,2,1,2,1,3,2,1,1,4,1,1,1,1,2,1,1,1,4,3,3,2,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,1,1,2,2,1,2,1,4,1,4,1,2,4,1,2,4,3
E2ms2EqAFX,2,2,3,3,3,3,0,3,0,3,3,3,4,5,3,4,0,3,3,3,5,5,3,5,3,5,3,3,5,3,5,3,0,0,0,0,0,1,2,1,0,0,1,2,1,0,5,3,3,2,5,1,3,5,3,5,3,4,3,3,5,4,4,5,5
EckZFtOsNt,0,4,1,1,4,4,0,0,4,4,3,1,1,2,2,3,3,1,2,2,3,3,0,3,2,3,4,3,3,0,3,3,1,4,1,1,1,1,4,3,4,1,0,0,0,5,5,4,0,0,5,0,5,2,2,2,3,4,4,3,4,2,2,1,3
EdCzjyLprn,3,3,4,3,3,3,2,3,3,3,1,1,3,4,1,1,1,0,0,0,3,4,5,3,3,3,4,4,3,3,3,3,3,1,0,0,0,3,2,2,1,2,3,3,2,2,4,3,3,3,4,1,2,4,3,4,3,3,3,3,4,4,3,3,4
edfP6uPquS,5,4,4,0,2,4,4,4,5,4,4,4,4,5,3,3,1,4,4,3,4,3,5,3,4,4,5,5,3,1,2,5,1,4,1,1,2,4,3,4,3,4,5,4,4,1,4,1,4,4,5,4,1,3,3,3,3,4,3,4,4,1,4,2,4
EeNnBIJDlo,3,2,3,4,2,3,2,3,2,2,1,2,1,1,2,2,4,1,1,2,0,1,4,0,1,0,1,0,1,5,0,1,1,4,0,1,2,2,4,4,4,1,3,2,0,3,0,2,0,2,4,3,3,0,0,1,1,0,5,1,1,1,1,1,0
EfDb76QSWJ,2,1,4,2,1,4,3,1,2,3,1,2,1,3,1,4,1,4,1,1,4,4,4,3,4,4,4,4,4,4,1,1,1,1,2,1,3,3,2,2,2,3,1,2,1,1,4,1,3,1,4,1,2,1,2,4,2,2,1,1,1,3,2,1,1
EhekF0aOMg,3,4,4,3,3,4,3,3,4,2,3,3,4,4,4,3,2,4,3,4,4,4,4,4,3,4,3,3,3,1,3,3,2,3,2,1,3,3,2,3,2,4,3,2,2,1,3,2,4,3,4,2,2,2,1,2,1,2,1,2,3,1,1,1,3
El5WhPcmov,3,2,3,3,1,3,2,4,3,4,2,2,2,4,2,4,0,1,2,2,4,4,5,2,5,4,4,3,4,3,3,4,2,2,2,1,2,2,3,2,3,2,3,2,1,0,5,3,3,2,5,3,0,4,3,3,4,4,4,4,4,4,4,4,4
EnW2W5CbGV,2,2,1,1,2,3,2,3,3,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,1,2,3,3,2,2,3,3,2,2,3,3,2,2,1,1,2,1,2,1,2,3,2,1,3,1
eOUVf60lrb,3,3,4,1,2,3,3,3,3,4,1,3,3,1,1,2,3,2,2,1,5,3,4,3,4,2,2,2,3,2,2,3,2,2,2,1,3,2,3,3,2,2,1,3,2,3,4,2,2,1,4,4,3,2,1,1,2,2,1,1,1,1,2,1,2
eoZXILVYyf,4,3,3,3,3,4,2,4,4,3,3,3,3,3,3,2,2,2,2,2,4,4,4,1,3,4,4,5,3,3,4,4,2,3,1,2,2,3,1,3,3,3,2,2,2,2,4,3,3,3,4,3,3,2,2,2,2,2,2,2,3,2,3,1,2
EQHaqVFpyk,4,3,3,1,1,5,3,4,1,1,4,2,4,4,4,4,0,3,4,3,5,4,5,3,0,5,5,5,4,5,1,1,3,5,2,4,4,2,1,0,1,5,0,1,3,2,1,2,4,1,1,4,0,3,0,2,3,2,0,1,0,0,0,0,0
Er2eYMpCxb,2,3,3,4,2,4,3,3,3,1,1,1,3,3,0,3,0,0,0,3,4,2,4,2,2,4,3,3,3,2,2,2,1,0,1,1,1,1,1,1,0,5,2,2,2,2,4,2,4,2,4,1,1,4,4,4,4,4,3,2,4,4,3,3,4
