id,pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12,gt01,gt02,gt03,gt04,gt05,gt06,n_dighelp,f_socnet,dig_job,dig_spec
DchEVHY7pA,2,2,3,3,0,2,2,3,3,4,2,2,3,4,1,1,4,0,0,3,4,4,4,5,3,2,3,4,3,3,2,3,1,4,2,1,4,1,3,4,4,4,3,2,2,1,4,2,2,3,4,1,2,3,1,1,3,2,0,0,3,0,2,3,3,1,2,3,3,2,1,2,0,FALSE,FALSE
ddBupPLSv2,2,3,2,3,1,2,2,3,3,3,2,2,1,3,2,1,2,1,1,1,4,3,4,3,2,3,4,4,2,2,2,5,1,2,1,1,2,2,2,2,2,2,3,3,2,1,3,2,3,2,2,2,1,3,2,3,2,3,2,1,2,1,1,1,3,1,1,3,1,3,1,1,-2,FALSE,FALSE
DIxxqD2G2n,4,2,2,2,2,2,4,4,3,3,3,4,4,4,4,4,2,4,3,4,3,3,4,3,2,3,5,4,4,1,4,4,4,2,4,3,3,3,2,0,1,2,3,2,4,2,3,3,4,3,1,2,1,4,4,3,4,3,1,3,4,4,4,5,3,3,3,3,2,1,3,1,-2,FALSE,FALSE
djOWqnY5tw,3,2,1,2,2,4,3,3,3,1,2,2,3,3,2,2,2,0,2,1,5,3,4,4,3,4,5,5,3,3,3,5,3,3,1,1,3,2,2,3,2,3,3,2,2,1,4,1,2,3,4,2,2,5,4,5,3,4,4,4,5,1,3,4,4,1,3,3,3,2,3,1,0.5,FALSE,FALSE
dmMiu2KO7e,5,1,5,1,3,4,5,4,4,4,5,3,5,5,5,2,2,1,5,2,5,5,5,1,4,5,4,4,5,4,4,5,4,3,0,1,4,4,5,4,4,5,4,4,3,0,5,4,4,5,5,3,1,5,4,4,5,5,4,4,5,4,1,5,4,3,2,2,4,3,4,3,2,FALSE,FALSE
dWW5OFeDvC,2,0,4,4,1,3,4,1,2,1,1,2,2,3,2,3,1,1,3,1,2,2,4,2,2,1,2,2,3,4,2,1,2,4,2,2,1,1,4,2,3,3,4,2,2,4,1,1,2,1,3,3,3,3,3,4,1,3,3,2,4,4,2,3,1,3,3,3,3,3,3,NA,-2,FALSE,FALSE
dyTvYdCDJ8,3,2,4,2,2,3,3,3,3,3,2,3,3,4,2,3,2,2,2,2,3,4,4,3,3,2,4,3,3,2,3,3,3,2,1,1,3,3,3,1,3,2,3,1,2,2,3,3,2,3,4,2,3,3,2,3,2,3,2,3,3,2,3,3,3,3,2,3,2,3,2,1,2,FALSE,FALSE
dyWCwP0cR4,4,2,4,5,2,3,4,4,3,4,3,4,4,5,1,3,1,1,1,1,5,4,5,4,4,5,4,4,4,2,3,4,3,4,0,1,3,2,3,4,3,3,4,3,1,0,5,2,3,3,4,1,4,4,4,4,4,4,3,4,4,1,1,5,3,1,1,1,1,2,3,3,2,FALSE,FALSE
DYymbGUKy4,1,1,1,2,1,3,1,2,1,2,1,2,2,3,1,1,0,1,1,0,4,2,2,2,3,3,2,1,2,1,3,2,2,2,5,0,2,1,1,2,2,2,2,0,0,1,2,1,3,1,1,0,1,3,1,2,3,1,1,0,3,1,0,2,3,3,2,3,2,1,2,NA,-1,FALSE,FALSE
Dz8Be0cKg9,3,3,3,3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,3,2,2,3,3,2,3,3,3,3,2,3,2,3,3,0,2,1,3,0,3,3,-2,TRUE,FALSE
E1JG5cwnGL,1,1,1,4,0,2,0,1,2,2,1,2,1,3,2,1,1,4,1,1,1,1,2,1,1,1,4,3,3,2,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,1,1,2,2,1,2,1,4,1,4,1,2,4,1,2,4,3,2,2,1,3,1,2,NA,-2,FALSE,FALSE
E2ms2EqAFX,2,2,3,3,3,3,0,3,0,3,3,3,4,5,3,4,0,3,3,3,5,5,3,5,3,5,3,3,5,3,5,3,0,0,0,0,0,1,2,1,0,0,1,2,1,0,5,3,3,2,5,1,3,5,3,5,3,4,3,3,5,4,4,5,5,0,1,1,1,2,2,2,-2,FALSE,FALSE
EckZFtOsNt,0,4,1,1,4,4,0,0,4,4,3,1,1,2,2,3,3,1,2,2,3,3,0,3,2,3,4,3,3,0,3,3,1,4,1,1,1,1,4,3,4,1,0,0,0,5,5,4,0,0,5,0,5,2,2,2,3,4,4,3,4,2,2,1,3,2,2,2,2,2,2,NA,0,FALSE,FALSE
EdCzjyLprn,3,3,4,3,3,3,2,3,3,3,1,1,3,4,1,1,1,0,0,0,3,4,5,3,3,3,4,4,3,3,3,3,3,1,0,0,0,3,2,2,1,2,3,3,2,2,4,3,3,3,4,1,2,4,3,4,3,3,3,3,4,4,3,3,4,1,2,2,1,2,3,1,0.5,FALSE,FALSE
edfP6uPquS,5,4,4,0,2,4,4,4,5,4,4,4,4,5,3,3,1,4,4,3,4,3,5,3,4,4,5,5,3,1,2,5,1,4,1,1,2,4,3,4,3,4,5,4,4,1,4,1,4,4,5,4,1,3,3,3,3,4,3,4,4,1,4,2,4,4,4,4,4,4,4,2,0.5,FALSE,FALSE
EeNnBIJDlo,3,2,3,4,2,3,2,3,2,2,1,2,1,1,2,2,4,1,1,2,0,1,4,0,1,0,1,0,1,5,0,1,1,4,0,1,2,2,4,4,4,1,3,2,0,3,0,2,0,2,4,3,3,0,0,1,1,0,5,1,1,1,1,1,0,3,3,3,3,2,2,4,0,FALSE,FALSE
EfDb76QSWJ,2,1,4,2,1,4,3,1,2,3,1,2,1,3,1,4,1,4,1,1,4,4,4,3,4,4,4,4,4,4,1,1,1,1,2,1,3,3,2,2,2,3,1,2,1,1,4,1,3,1,4,1,2,1,2,4,2,2,1,1,1,3,2,1,1,1,3,1,1,0,2,1,-2,FALSE,FALSE
EhekF0aOMg,3,4,4,3,3,4,3,3,4,2,3,3,4,4,4,3,2,4,3,4,4,4,4,4,3,4,3,3,3,1,3,3,2,3,2,1,3,3,2,3,2,4,3,2,2,1,3,2,4,3,4,2,2,2,1,2,1,2,1,2,3,1,1,1,3,2,2,2,3,3,2,3,-2,FALSE,FALSE
El5WhPcmov,3,2,3,3,1,3,2,4,3,4,2,2,2,4,2,4,0,1,2,2,4,4,5,2,5,4,4,3,4,3,3,4,2,2,2,1,2,2,3,2,3,2,3,2,1,0,5,3,3,2,5,3,0,4,3,3,4,4,4,4,4,4,4,4,4,1,2,2,1,1,3,3,0,FALSE,FALSE
EnW2W5CbGV,2,2,1,1,2,3,2,3,3,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,1,2,3,3,2,2,3,3,2,2,3,3,2,2,1,1,2,1,2,1,2,3,2,1,3,1,1,1,1,2,3,2,1,-1,FALSE,FALSE
eOUVf60lrb,3,3,4,1,2,3,3,3,3,4,1,3,3,1,1,2,3,2,2,1,5,3,4,3,4,2,2,2,3,2,2,3,2,2,2,1,3,2,3,3,2,2,1,3,2,3,4,2,2,1,4,4,3,2,1,1,2,2,1,1,1,1,2,1,2,3,3,3,3,3,2,1,0.5,FALSE,FALSE
eoZXILVYyf,4,3,3,3,3,4,2,4,4,3,3,3,3,3,3,2,2,2,2,2,4,4,4,1,3,4,4,5,3,3,4,4,2,3,1,2,2,3,1,3,3,3,2,2,2,2,4,3,3,3,4,3,3,2,2,2,2,2,2,2,3,2,3,1,2,3,3,2,3,3,3,3,2,TRUE,FALSE
EQHaqVFpyk,4,3,3,1,1,5,3,4,1,1,4,2,4,4,4,4,0,3,4,3,5,4,5,3,0,5,5,5,4,5,1,1,3,5,2,4,4,2,1,0,1,5,0,1,3,2,1,2,4,1,1,4,0,3,0,2,3,2,0,1,0,0,0,0,0,0,0,1,1,4,2,3,-2,FALSE,FALSE
Er2eYMpCxb,2,3,3,4,2,4,3,3,3,1,1,1,3,3,0,3,0,0,0,3,4,2,4,2,2,4,3,3,3,2,2,2,1,0,1,1,1,1,1,1,0,5,2,2,2,2,4,2,4,2,4,1,1,4,4,4,4,4,3,2,4,4,3,3,4,2,1,3,3,1,3,4,1.5,TRUE,FALSE
es0gEtNvzp,5,5,0,0,5,5,4,5,5,5,5,4,5,1,5,1,0,5,5,5,4,3,0,3,5,3,5,5,2,3,3,4,5,2,2,1,1,4,1,1,2,3,5,5,0,0,5,5,5,4,5,5,3,4,3,2,5,3,2,5,5,3,2,5,5,4,4,3,3,3,4,1,-2,FALSE,FALSE
ESu2rLYlXB,0,0,3,0,0,1,0,0,0,4,0,0,2,5,0,2,0,0,0,5,5,2,2,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,1,0,5,0,2,0,0,5,1,0,2,0,0,0,0,4,5,5,5,5,3,0,5,0,5,2,5,2,3,1,4,4,0,4,0.5,FALSE,FALSE
eZQ7yJZtqb,3,2,3,4,1,3,2,3,4,1,2,2,3,4,1,2,3,2,1,2,4,4,5,3,2,0,1,3,4,0,1,3,2,1,1,1,2,1,2,2,2,2,3,1,1,2,4,1,2,3,4,1,1,3,3,3,3,3,4,2,4,3,3,3,4,1,1,1,1,2,2,NA,2,FALSE,FALSE
EZvcwPOLkM,4,4,1,2,5,5,5,3,4,3,4,3,4,5,3,3,1,0,3,3,5,5,5,4,5,4,1,5,4,2,5,5,3,2,0,2,3,4,4,3,3,4,2,4,4,0,5,4,4,5,4,4,3,4,5,5,4,5,4,3,4,4,3,5,4,2,2,3,3,1,2,NA,-2,FALSE,FALSE
f8uMo1yIFt,2,3,2,2,2,2,1,3,3,3,2,3,3,3,3,3,1,3,2,3,3,3,3,3,2,2,3,3,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,4,4,4,4,4,4,2,4,4,4,4,4,1,1,1,1,1,1,4,-2,FALSE,FALSE
fdZFbzEDK7,5,4,5,5,0,5,5,4,4,4,4,4,4,4,4,4,1,2,3,3,5,5,5,0,5,5,5,5,5,0,0,5,3,1,0,0,4,5,5,1,2,4,5,4,0,2,5,0,4,3,5,0,1,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,-2,FALSE,FALSE
FEDIGMfb4g,3,3,3,3,3,3,3,3,3,3,2,3,3,5,2,3,2,2,2,2,5,5,4,4,5,5,5,4,3,3,4,4,2,0,2,2,3,3,3,1,1,2,2,3,3,2,4,3,4,3,3,3,1,4,4,5,3,3,3,2,3,3,3,3,3,0,3,2,1,1,1,4,2,FALSE,FALSE
FfZfBmkvjQ,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,3,3,3,2,2,2,3,2,3,2,2,1,1,2,2,2,2,2,2,3,3,3,2,1,2,3,2,2,2,2,1,2,3,3,2,4,4,3,2,2,2,2,3,3,4,1,1,2,1,2,3,NA,-2,FALSE,FALSE
fH8DVJctox,0,3,4,5,3,1,1,2,2,2,0,0,1,3,0,2,1,3,2,0,2,2,3,1,3,0,2,1,3,3,1,1,0,1,1,3,0,0,3,2,2,3,1,2,0,3,3,2,1,1,4,0,5,0,0,1,0,1,0,1,3,0,0,2,1,1,2,1,1,3,3,1,-2,FALSE,FALSE
fJJiOooosa,3,3,4,4,3,3,4,4,4,1,3,2,2,4,1,4,1,0,1,3,4,5,4,4,3,3,4,4,4,3,2,3,4,1,1,1,4,3,3,5,4,4,1,3,1,1,5,3,1,3,5,2,1,3,1,3,1,3,2,1,2,3,3,1,3,1,3,3,2,3,4,2,1.5,FALSE,FALSE
flSqnz4c6n,2,3,2,3,0,3,2,2,2,2,2,1,1,3,2,3,3,1,2,2,3,3,4,3,3,3,3,3,3,2,0,3,1,3,1,1,1,1,2,2,2,3,1,0,0,3,2,0,2,2,2,0,2,2,2,3,2,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,-2,FALSE,FALSE
Fmdof1u9vP,3,2,2,2,2,2,3,3,3,4,2,2,2,2,2,1,3,3,3,1,4,4,3,2,3,3,2,4,4,3,4,3,2,2,1,1,2,2,3,2,2,2,3,3,3,2,3,2,2,3,3,2,4,3,1,3,3,2,1,1,2,1,1,3,2,2,2,1,2,3,3,3,0.5,FALSE,FALSE
foBYE8ZZmi,3,2,2,3,2,2,2,3,3,3,2,3,2,4,2,3,2,1,2,2,5,5,4,2,4,2,5,5,3,4,3,4,2,2,0,1,2,2,2,1,3,3,2,2,2,2,3,2,2,2,2,2,3,3,3,4,2,4,2,1,3,2,1,2,2,2,1,3,1,2,1,1,0,FALSE,FALSE
FsFEB1Pv0s,4,4,5,5,4,5,4,4,3,3,5,4,5,5,0,0,0,0,2,5,5,5,5,5,5,4,5,2,5,5,5,5,5,2,0,1,4,4,4,1,2,5,2,2,2,2,5,5,4,3,5,4,4,4,4,5,4,4,1,2,4,4,3,4,5,0,1,2,1,3,1,2,1.5,FALSE,FALSE
ftPlOciWWJ,2,5,2,4,2,3,1,4,2,4,1,2,4,2,0,0,0,0,1,0,4,3,4,1,2,2,5,3,0,3,0,2,3,4,0,3,4,2,3,4,4,5,3,3,1,2,4,1,2,4,4,4,0,4,3,4,2,4,3,3,3,2,2,3,4,2,2,2,3,3,3,4,3,FALSE,FALSE
fV4N2zC4mR,3,3,3,4,1,3,1,3,4,3,2,2,3,4,2,1,1,2,2,1,3,4,5,3,2,3,5,5,1,4,2,3,2,1,2,0,2,3,3,1,1,3,3,0,0,1,5,2,2,3,5,0,3,3,2,4,3,3,2,0,4,2,1,3,2,1,1,1,2,3,1,1,-2,FALSE,FALSE
FzAakmSJXY,3,1,3,1,2,2,3,4,3,4,2,3,3,4,2,2,3,1,1,2,5,5,5,4,4,4,4,4,3,4,2,4,4,4,1,2,4,4,3,3,3,3,4,3,2,1,4,2,3,3,4,3,2,2,2,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,-2,FALSE,FALSE
fZtGHrlnRg,3,4,3,4,2,5,4,4,3,3,4,4,3,5,3,3,2,1,2,3,5,4,5,4,5,5,4,5,4,4,0,5,1,1,4,1,2,3,3,2,2,1,3,3,4,1,4,2,5,3,1,4,4,3,3,4,3,3,3,2,3,3,2,2,2,1,2,3,1,1,2,NA,-2,FALSE,FALSE
g3R5aiT3sz,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,2,3,2,3,2,2,2,2,2,2,3,3,3,3,3,NA,-2,FALSE,FALSE
G70zNZZCwQ,4,3,2,2,1,4,3,3,3,3,4,4,4,4,4,4,2,4,4,4,4,4,2,3,4,4,4,4,4,1,4,3,1,2,3,1,3,3,2,2,4,3,3,3,3,2,3,3,3,3,4,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,1,3,1,3,2,2,0,FALSE,FALSE
G9UygPe2hT,2,3,2,4,4,2,3,2,3,3,3,4,4,5,1,3,1,1,1,2,5,5,5,4,5,5,4,4,5,4,5,5,4,4,0,2,4,3,4,4,2,5,4,4,3,2,4,4,4,4,5,4,4,2,3,4,3,4,4,2,3,2,2,3,3,1,2,3,2,3,3,1,0.5,FALSE,FALSE
GA7MRqIKsH,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,3,2,1,1,2,3,3,3,3,3,2,2,3,3,2,1,2,2,2,1,1,1,2,2,2,3,2,2,1,2,2,3,2,2,2,3,1,2,3,3,3,3,3,3,2,3,2,2,2,3,2,2,3,2,1,3,NA,-2,FALSE,FALSE
GAyJnq0f19,3,3,3,3,2,3,4,4,3,3,3,3,4,4,3,3,2,1,2,3,4,5,4,3,3,4,4,4,4,3,3,4,3,3,3,2,3,3,3,3,3,3,3,2,2,1,5,2,3,3,4,3,2,3,3,3,3,3,3,2,4,2,3,2,3,3,3,3,2,2,3,1,3,FALSE,FALSE
GAYofWzaql,2,3,2,3,1,3,1,2,3,2,3,4,3,3,2,2,2,3,2,3,2,2,1,2,2,2,1,3,2,1,1,3,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,0,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,3,1,2,3,NA,-2,FALSE,FALSE
gE9hPWgAs7,1,2,2,3,3,4,3,2,2,4,3,3,2,3,1,3,2,4,3,2,4,3,4,2,3,4,4,3,2,3,3,3,2,3,2,4,3,3,3,2,1,2,2,2,3,2,2,3,2,2,4,2,1,3,4,4,3,4,4,3,1,3,4,2,3,1,1,2,2,4,1,NA,0,FALSE,FALSE
GG8EUisetL,4,4,3,4,3,3,2,4,4,4,3,4,4,5,3,3,2,2,4,4,5,5,5,4,4,3,5,4,3,3,3,3,2,2,1,2,2,3,3,2,2,3,3,2,3,1,5,4,4,4,5,2,4,4,3,4,3,4,4,3,4,3,3,3,4,3,3,2,2,2,3,1,-2,FALSE,FALSE
gGRvjlES0A,2,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,2,3,3,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,3,2,2,3,3,2,3,2,3,3,2,3,3,1,-2,FALSE,FALSE
gHRNg65f44,4,3,4,3,3,1,3,3,4,2,3,2,3,3,3,2,2,1,1,3,4,5,5,3,3,5,4,4,4,3,3,4,3,2,0,2,3,3,4,4,3,3,3,4,3,2,4,3,3,2,4,2,3,3,2,3,2,3,4,3,4,3,3,2,3,3,3,1,1,3,3,3,3,FALSE,FALSE
gLotlhxoAG,3,3,3,3,4,3,3,3,2,2,3,2,4,4,2,3,4,1,1,4,4,3,4,4,4,3,3,3,4,2,4,3,4,4,2,1,4,3,2,4,4,4,3,1,3,2,4,4,3,2,4,3,3,3,2,1,1,3,1,1,4,1,2,1,3,1,1,1,2,1,1,NA,-2,FALSE,FALSE
GlzbQxzV8E,2,2,3,4,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1,2,4,4,3,3,3,3,4,4,3,2,2,4,3,3,3,2,3,2,4,4,3,3,2,3,2,2,3,2,2,2,3,2,2,3,2,3,2,2,2,2,2,3,1,2,2,2,3,1,1,1,1,2,-2,FALSE,FALSE
gmTIVFdAeV,4,3,4,4,4,4,5,3,3,3,3,4,4,3,4,5,0,1,4,3,4,4,4,3,3,4,5,4,3,3,4,3,3,3,4,2,3,3,3,3,4,3,1,2,2,1,4,4,2,3,4,2,3,3,3,1,3,3,2,2,2,2,1,3,3,0,1,1,2,2,3,2,0.5,FALSE,FALSE
gnuwykPiGA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,4,4,3,3,4,3,3,3,3,2,3,3,3,2,2,2,3,3,2,3,2,2,1,2,2,1,4,3,3,2,3,2,1,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,2,NA,-2,FALSE,FALSE
gS3t89rW4v,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,2,3,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,2,2,2,2,2,2,NA,-0.5,FALSE,FALSE
Gsj3igkga6,2,2,2,3,3,2,2,3,2,2,2,1,2,3,2,2,0,2,2,2,3,3,3,2,3,3,2,2,3,2,3,2,2,1,2,2,2,2,4,2,2,3,3,2,2,2,5,2,3,3,5,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,0,2,3,-2,FALSE,FALSE
GuO0GwvmJN,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,1,4,4,4,4,1,4,1,4,4,4,4,4,1,4,4,4,4,4,4,1,1,1,1,2,2,1,-2,FALSE,FALSE
gVHUxt5y74,3,4,2,2,4,3,4,3,4,3,4,2,2,2,2,2,1,4,2,2,4,3,1,3,4,3,3,4,3,2,3,4,1,2,3,1,4,4,1,4,4,1,2,2,3,3,4,2,2,2,3,4,3,1,0,0,0,3,2,0,0,0,3,1,1,0,0,0,0,1,0,NA,-2,FALSE,FALSE
gYGut8i9gw,4,4,4,4,3,4,4,4,3,4,3,3,2,4,2,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,2,1,3,2,1,1,4,1,1,3,2,4,3,2,4,4,3,3,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,-2,TRUE,FALSE
GYlJuh1QLU,3,3,3,4,3,3,3,4,4,3,1,1,3,0,2,3,0,1,2,0,5,5,5,4,4,5,5,5,5,3,4,3,3,2,1,1,3,4,3,2,5,2,4,2,2,0,5,3,3,4,5,3,3,3,3,4,3,3,2,0,3,3,0,2,3,3,3,3,3,3,3,3,2.5,FALSE,FALSE
H4r1N0pVZB,2,2,2,2,2,3,3,3,1,3,2,3,2,3,3,1,3,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1,3,2,1,2,2,3,3,5,2,0,2,3,2,0,0,0,2,2,5,2,1,1,4,2,3,2,4,2,1,2,1,2,2,2,2,2,2,1,-2,TRUE,FALSE
H8ydzn5vQy,4,3,1,3,4,4,4,4,4,4,2,2,4,5,3,3,1,2,2,4,4,4,4,4,2,4,4,2,2,4,4,4,4,2,2,4,4,4,3,4,4,4,2,3,2,1,5,4,2,4,5,2,3,2,2,0,2,2,1,2,2,1,2,2,2,1,1,2,2,3,1,2,-2,FALSE,FALSE
HcGwdcceyL,2,3,3,2,1,3,2,2,3,2,4,3,4,4,2,1,2,2,2,2,4,4,3,3,4,4,3,4,3,4,1,3,3,2,3,3,3,3,2,3,2,3,2,1,3,2,3,2,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,1,-2,FALSE,FALSE
hKjljHLfKv,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,0,0,2,3,2,2,0,2,3,3,3,3,2,2,3,2,0,3,1,2,1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,-2,FALSE,FALSE
Hm7LqxLE62,2,3,2,2,2,2,2,3,3,2,2,2,3,3,2,3,1,3,2,3,3,3,2,2,3,3,3,3,2,3,2,2,2,1,0,2,1,2,1,1,2,2,3,2,1,2,4,2,2,2,4,2,2,3,3,3,3,3,2,2,3,2,3,3,3,0,0,2,0,2,0,1,-2,FALSE,FALSE
HNGwMYA8Oa,1,2,4,4,2,4,4,4,4,3,3,3,4,4,1,3,1,1,1,3,4,4,5,4,4,4,4,4,5,1,1,4,5,4,2,2,5,4,4,3,4,3,2,4,2,4,4,2,4,3,3,2,3,3,3,4,3,4,2,3,3,3,3,4,3,1,1,3,1,3,2,1,-2,FALSE,FALSE
hsfuvPceeG,3,2,2,3,2,3,3,3,3,3,3,3,3,4,3,3,1,2,3,2,4,4,3,4,4,3,2,4,4,2,4,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,2,2,3,2,3,3,-2,FALSE,FALSE
HsQn15YtL9,2,1,1,2,4,4,0,1,3,2,2,1,3,4,1,1,4,1,0,2,3,3,2,2,0,3,2,4,2,2,5,1,1,0,0,1,0,0,1,0,0,1,3,0,4,2,1,4,3,1,1,0,0,4,3,3,1,4,2,3,5,4,4,4,5,1,2,2,1,3,1,2,-2,FALSE,FALSE
HUgv0Y3ft4,5,4,5,4,4,5,4,5,3,3,4,4,5,5,4,4,2,1,1,4,5,5,5,5,4,5,3,5,4,2,4,5,4,3,2,2,4,5,4,3,4,5,4,4,4,4,5,4,4,5,5,4,4,1,1,3,3,1,2,1,3,1,3,1,3,0,1,1,2,0,2,1,0.5,FALSE,FALSE
