id,pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12,gt01,gt02,gt03,gt04,gt05,gt06,n_dighelp,f_socnet,dig_job,dig_spec
hVeNXgEvrd,3,3,3,3,2,1,1,3,3,1,2,2,2,4,3,1,1,2,2,2,4,4,4,3,3,4,2,1,1,4,2,3,1,2,1,0,2,2,3,2,1,2,2,0,3,1,2,3,1,2,3,0,2,3,2,5,3,2,1,1,3,1,2,3,3,1,1,2,0,0,3,NA,-2,FALSE,FALSE
hXEkbOdr6x,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,4,4,3,3,2,3,2,3,2,1,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,3,3,3,4,3,2,2,2,3,2,3,2,3,3,3,3,2,2,3,3,1,FALSE,FALSE
HyZPG1Cebo,3,3,3,4,3,4,2,3,2,3,3,3,4,4,3,3,0,2,2,3,4,5,4,4,5,4,2,4,4,1,4,4,1,1,2,2,2,3,3,2,1,2,4,2,3,1,4,4,4,2,4,2,3,3,3,4,2,3,3,3,3,3,2,3,4,1,2,2,1,0,3,2,0.5,FALSE,FALSE
I06tmkjCnR,2,1,4,3,1,2,3,3,2,2,3,2,1,1,2,1,3,3,1,2,1,2,3,2,1,1,2,1,1,3,3,3,2,2,1,1,2,2,3,3,4,1,3,1,2,3,3,2,2,2,2,2,4,1,3,1,2,2,4,3,2,2,2,2,1,1,2,3,1,3,2,NA,-2,FALSE,FALSE
I0TgLgpqpa,3,2,3,2,1,4,3,5,4,3,3,4,3,4,2,2,0,1,2,2,5,5,5,5,4,5,2,3,5,1,4,4,3,4,1,2,3,2,3,3,4,3,3,3,2,2,4,2,3,3,3,4,3,2,2,2,2,3,2,3,3,2,2,3,2,3,3,2,2,3,3,2,-2,FALSE,FALSE
i3aMRfQOSq,4,4,4,4,4,4,3,5,3,5,3,3,4,5,2,3,0,2,2,3,4,4,4,4,5,5,3,4,4,4,4,4,2,1,2,1,2,4,3,2,1,1,3,4,5,0,5,4,5,5,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,1,1,1,3,3,4,3,-2,FALSE,FALSE
i5sfKKHxWN,3,1,4,3,4,4,3,3,3,2,3,2,3,4,1,2,0,1,2,1,5,5,5,4,3,5,3,4,5,1,3,5,4,4,2,2,3,3,4,3,4,3,3,1,3,2,4,3,3,3,4,3,3,2,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,-2,FALSE,FALSE
i6hZdEUejG,3,3,4,4,2,3,3,3,3,3,2,2,3,3,2,2,3,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,2,2,1,4,2,1,1,2,2,2,1,1,2,2,4,2,2,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,NA,-2,FALSE,FALSE
iAXONy9s9K,3,2,3,4,2,2,1,3,3,3,3,3,4,5,3,3,0,2,3,3,4,4,2,2,5,4,4,5,2,3,4,3,1,1,1,1,0,2,1,2,1,3,1,2,1,3,3,2,3,3,4,1,1,4,3,3,3,4,4,4,3,3,2,4,3,3,3,3,2,3,3,2,2,FALSE,FALSE
ibxYh4K1oX,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,0,2,3,2,5,5,5,3,5,5,5,5,3,2,2,4,5,0,2,2,5,5,0,0,0,5,3,3,3,2,4,3,3,3,5,2,2,5,3,3,3,3,2,3,3,3,2,3,3,2,2,3,1,1,3,2,0.5,FALSE,FALSE
iEtOLmjjbt,4,4,4,4,4,3,4,4,4,4,2,3,4,4,1,2,1,1,1,3,4,5,4,4,4,4,5,5,5,4,4,4,4,1,1,1,3,3,3,2,2,2,3,2,2,1,4,3,3,4,4,4,3,3,3,3,3,3,2,1,2,2,1,3,2,2,3,2,3,2,3,2,-2,FALSE,FALSE
iHlmoCrWBY,4,4,1,4,3,5,3,4,3,4,3,4,4,5,3,3,1,2,2,3,4,4,4,4,3,4,4,4,1,4,4,4,3,2,1,0,2,4,4,2,2,1,3,3,3,1,4,3,4,3,4,3,4,3,3,3,3,3,1,1,3,2,2,3,3,2,3,3,3,2,3,4,-2,FALSE,FALSE
IiNRdjqv9k,3,2,3,3,3,2,2,1,3,2,3,3,2,1,4,3,3,2,1,2,1,1,3,3,2,2,2,3,2,3,1,3,2,2,2,1,2,2,4,4,2,3,2,2,2,4,2,2,2,3,3,2,3,3,1,2,1,1,3,1,3,2,3,2,3,1,2,1,1,1,2,NA,-2,FALSE,FALSE
ilLlMRc43e,3,3,3,3,2,3,2,3,3,3,3,3,3,4,2,2,1,2,2,2,4,3,3,3,2,3,2,3,2,2,3,3,3,3,2,2,3,2,3,4,3,3,2,2,1,1,4,3,3,3,3,2,4,3,2,3,3,4,3,1,2,2,2,2,3,4,4,3,3,2,3,4,2,FALSE,FALSE
IOsyPugvv6,3,3,3,4,3,2,1,3,3,3,2,3,2,3,2,3,1,2,2,2,3,4,4,3,2,3,4,4,3,4,3,3,3,2,1,1,2,2,2,2,2,2,3,2,1,2,4,3,4,3,4,2,1,2,2,3,4,3,3,2,3,3,2,3,3,1,2,2,1,0,2,2,0,FALSE,FALSE
iOup0E6UGE,3,3,5,2,3,3,3,3,3,3,3,3,3,3,4,3,2,2,2,3,4,4,4,4,4,4,4,4,4,1,4,4,4,3,1,2,4,4,3,3,3,4,4,4,4,1,4,4,4,3,4,3,4,3,2,4,2,3,2,3,3,3,3,2,3,2,2,2,2,4,2,1,-0.5,FALSE,FALSE
irP2VFAUU3,3,4,3,4,0,2,4,3,3,1,3,1,2,5,2,2,3,2,2,2,3,3,3,4,0,1,4,5,5,2,0,4,3,1,0,0,3,3,3,2,3,3,3,4,2,2,4,0,2,3,3,3,2,5,2,1,3,3,3,1,4,3,3,4,4,2,4,3,3,3,4,NA,0,FALSE,FALSE
IU57hQRjrY,2,3,3,5,1,3,2,3,0,3,3,2,3,3,4,3,1,3,3,3,4,4,4,4,4,2,2,0,4,2,2,3,0,0,2,0,2,1,3,0,0,0,0,1,1,2,5,1,3,2,5,2,0,2,2,5,3,2,1,1,2,3,1,2,3,1,1,0,1,0,2,NA,1.5,FALSE,FALSE
iUH69L5w4c,3,3,3,3,2,3,2,2,4,3,2,4,2,3,2,2,1,2,2,1,3,3,3,3,3,3,2,3,4,1,2,3,2,2,1,2,2,2,1,2,3,3,3,2,3,2,3,2,3,3,1,2,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,-2,FALSE,FALSE
IvcOmQyR5T,3,3,4,4,1,4,4,3,3,3,3,4,3,3,2,3,1,2,2,1,4,4,5,4,4,4,4,5,1,3,2,4,3,2,0,0,3,3,3,3,3,3,3,3,3,4,4,2,4,3,4,3,4,3,2,3,2,3,2,2,3,2,2,1,2,2,2,2,1,0,2,2,2,FALSE,FALSE
IYAYWHNIQO,2,4,2,3,1,2,3,2,3,0,3,3,2,4,1,3,0,1,3,4,4,3,3,3,2,2,3,4,3,1,1,2,2,1,4,1,1,2,1,1,1,3,3,2,3,0,4,2,2,3,4,1,1,4,3,4,1,3,2,1,4,3,3,1,4,1,1,2,2,3,3,1,-2,FALSE,FALSE
j6vgNGJVvh,4,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,2,2,2,0,3,2,2,2,3,1,2,3,4,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,1,1,3,NA,0.5,FALSE,FALSE
jAuLn1O1jG,4,3,4,3,2,4,3,4,5,3,1,0,5,5,0,0,1,1,0,2,3,5,4,5,2,4,4,3,3,0,5,3,1,1,3,3,4,3,4,0,1,0,3,4,3,0,5,3,4,3,5,3,5,4,4,5,4,4,4,5,4,4,1,0,1,1,3,1,3,3,1,2,0,FALSE,FALSE
JAznPlTozq,4,3,3,2,5,3,3,3,3,4,1,3,3,2,2,3,4,0,1,3,4,4,2,4,4,4,4,4,3,0,5,1,3,2,0,0,4,3,2,3,5,2,3,4,0,2,0,5,3,2,1,2,2,4,4,4,4,4,4,2,4,4,4,4,5,0,0,0,0,0,0,1,-2,FALSE,FALSE
JcdQHv1boB,2,2,2,3,2,2,2,3,2,3,0,0,2,0,0,0,0,0,0,0,2,5,3,3,2,2,3,3,3,1,3,2,2,2,0,0,2,2,3,2,2,2,2,3,0,2,5,0,2,3,3,3,5,4,3,3,3,2,2,3,3,3,2,3,5,1,1,1,1,2,1,1,-2,TRUE,FALSE
JCGnLqMlIW,2,2,3,2,2,3,2,3,3,3,2,1,3,3,2,2,1,2,2,2,3,3,4,3,2,3,2,4,3,1,2,3,2,1,1,4,1,2,2,1,2,2,3,2,3,2,4,2,3,3,4,3,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,NA,0.5,FALSE,FALSE
jfKg03gcAX,4,5,5,5,0,4,0,1,5,0,0,0,0,5,0,0,5,0,0,4,5,5,5,5,0,5,1,5,0,0,0,5,5,5,0,0,5,2,0,5,5,5,0,0,5,4,5,5,0,0,5,0,3,4,4,5,5,5,5,0,5,0,0,1,4,0,0,0,0,0,0,1,3,FALSE,FALSE
JkfI2EJjp6,4,1,4,4,3,4,3,3,3,2,2,1,4,5,2,1,0,1,2,2,2,3,5,4,5,5,5,5,3,2,3,2,3,4,0,1,4,4,3,3,4,3,4,3,1,2,5,3,3,3,4,2,2,4,3,2,3,4,0,3,4,3,2,4,5,3,3,3,1,3,2,NA,0,FALSE,TRUE
jkRY3xRFcN,5,4,4,3,5,4,5,5,5,5,2,5,5,5,4,3,0,1,5,5,5,5,4,5,5,5,5,5,5,0,5,5,4,0,5,1,5,4,1,3,1,5,5,5,5,1,5,5,5,5,3,5,4,5,5,5,5,5,4,3,5,4,5,4,5,1,1,2,0,2,3,NA,0.5,FALSE,FALSE
Jmb6ptouY7,4,4,3,3,4,4,3,4,4,3,4,3,4,4,3,4,2,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,2,2,4,3,2,3,3,4,4,2,3,3,4,4,4,4,4,4,3,3,3,3,2,3,2,2,2,2,2,2,4,3,3,3,3,3,3,3,-2,FALSE,FALSE
JpE0xvWX5S,2,3,2,3,0,3,3,2,3,3,2,4,2,2,3,4,0,3,1,3,3,0,3,3,1,2,4,4,0,1,1,1,2,1,3,1,2,3,2,2,1,2,3,2,1,0,4,0,3,3,4,0,0,2,3,5,4,3,3,3,2,1,2,3,3,1,1,1,1,3,1,NA,0.5,FALSE,FALSE
jsb9VeKQdr,2,4,2,4,3,4,3,3,2,2,4,3,4,5,4,4,0,2,3,4,5,5,5,5,5,3,5,5,4,3,4,5,4,2,0,1,4,3,2,1,2,3,3,3,1,3,5,1,4,4,5,3,3,4,3,4,4,4,4,3,4,4,3,4,4,1,3,2,3,3,3,3,0,FALSE,FALSE
jUU2NaFI9k,3,2,3,3,2,2,2,4,2,2,3,3,3,5,4,3,1,2,2,2,4,4,4,5,2,3,2,5,5,2,3,3,2,2,4,3,3,3,2,2,3,2,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,2,3,NA,-2,FALSE,FALSE
jXGRpKtYN0,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,3,2,4,2,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,NA,2,FALSE,FALSE
JXlKLx5eSi,3,2,3,1,1,4,4,4,3,2,3,2,2,4,2,2,1,1,3,3,4,4,3,3,4,3,4,4,3,1,3,1,2,2,1,1,2,3,2,1,1,2,4,3,3,1,3,2,4,4,3,3,3,3,3,4,2,3,3,2,3,3,3,3,2,3,3,3,3,4,3,2,0.5,FALSE,FALSE
jypdgBacyD,3,2,3,3,2,3,2,3,1,2,3,2,3,3,2,3,1,2,2,2,3,3,3,3,1,2,2,4,3,2,2,3,2,2,1,1,1,2,2,2,2,2,2,0,2,2,3,1,2,2,3,0,3,3,2,4,4,3,3,1,3,3,2,3,3,1,1,3,2,3,1,1,-2,FALSE,FALSE
k86FUDuJ1f,1,4,1,4,1,1,1,1,1,3,2,2,4,4,2,1,1,2,2,2,5,5,4,4,4,3,3,2,2,0,2,4,1,1,2,1,1,1,1,4,1,1,1,1,2,4,0,1,2,4,5,2,1,3,4,4,2,3,3,3,3,3,2,3,3,1,1,1,2,2,3,NA,0,FALSE,FALSE
kbhIFRe0V7,5,4,5,4,4,5,5,4,3,5,5,3,4,5,4,4,2,1,5,4,5,5,5,4,4,5,4,5,3,2,3,5,4,3,1,1,5,5,3,3,4,4,4,3,2,2,5,4,4,3,5,4,4,3,1,2,1,3,1,1,1,1,1,1,4,1,1,3,3,1,2,4,-2,FALSE,FALSE
KiTwcbdmOq,3,3,1,2,3,3,3,3,3,4,4,3,4,3,4,4,2,3,4,4,4,4,2,3,4,4,4,4,5,1,4,4,3,2,1,3,2,3,3,2,3,3,4,4,5,2,5,3,4,3,4,4,0,4,4,4,4,4,5,3,5,4,3,3,3,2,2,2,2,3,1,NA,-1,FALSE,FALSE
kKgE6R5eLb,4,3,4,3,4,4,3,4,3,4,3,3,3,3,2,2,1,1,1,2,4,4,5,3,2,5,4,3,4,1,5,3,4,4,1,2,4,4,4,3,4,4,3,3,3,1,5,4,3,3,4,3,4,3,3,3,1,4,2,3,4,3,3,3,4,1,2,3,3,2,3,2,2,TRUE,FALSE
koFGsWn4c9,2,3,2,3,2,2,1,2,3,2,2,2,3,4,2,3,1,2,2,3,3,2,3,2,3,2,2,3,3,2,2,2,2,2,2,1,2,2,1,1,2,1,2,0,2,2,2,1,2,2,2,0,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,3,2,2,-2,FALSE,FALSE
KOkyAkWDNb,3,2,4,2,1,3,3,4,3,4,3,1,3,1,3,1,0,0,1,2,5,5,5,0,5,5,5,5,4,2,3,5,2,1,1,1,2,3,2,1,1,4,4,3,2,0,5,2,3,2,5,2,3,5,3,5,3,5,2,1,3,3,3,3,3,2,3,3,3,4,2,3,0,FALSE,FALSE
Kpc9oqB65a,3,3,4,4,1,3,3,3,2,3,3,3,3,3,2,2,2,1,1,3,5,5,5,5,4,3,4,3,4,5,4,4,3,3,0,1,3,3,3,1,0,4,3,3,1,2,4,1,3,4,4,3,2,3,2,2,4,3,1,1,4,1,1,3,4,1,2,1,1,0,1,2,0.5,FALSE,FALSE
KWqfhZxBVq,4,4,1,4,2,5,3,4,4,4,1,2,2,4,1,2,0,1,1,1,5,5,5,4,2,4,3,3,3,2,2,4,1,2,1,2,1,3,3,1,2,2,4,2,1,1,5,3,4,3,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,1,1,2,1,2,2,2,0.5,FALSE,FALSE
kzKJAOfIpd,3,3,3,4,2,2,2,3,3,3,3,4,3,4,1,3,1,2,2,2,5,3,4,4,3,3,4,3,3,4,3,3,2,1,2,1,2,3,3,1,1,3,2,3,2,1,4,4,3,3,3,3,2,4,2,3,3,4,0,3,4,4,3,4,3,1,1,2,2,3,2,1,-2,FALSE,FALSE
L1tcDFuujd,3,3,3,3,3,3,3,3,3,4,2,3,3,5,1,3,0,1,2,3,5,3,3,5,5,3,3,4,3,2,3,3,2,2,2,2,2,4,3,2,2,3,3,3,3,2,3,4,4,4,2,3,3,4,3,5,3,3,3,3,5,4,4,5,5,1,2,2,3,1,2,NA,2,FALSE,FALSE
l7G4Q4xS8V,1,1,2,2,1,1,0,2,2,3,2,0,1,2,1,3,3,2,0,3,3,3,3,3,3,2,3,4,2,3,1,1,0,1,0,0,1,1,1,0,1,3,2,2,0,4,3,2,2,2,3,1,2,3,3,4,1,1,1,2,3,3,1,3,3,2,1,2,2,2,1,1,-0.5,FALSE,FALSE
l7PZKhiE3A,3,3,2,2,4,4,1,4,3,3,2,3,3,4,3,3,2,2,3,2,3,4,4,3,1,4,3,3,1,2,3,3,1,1,2,1,1,2,2,1,2,2,2,2,1,0,4,2,4,2,4,1,0,2,1,2,2,2,2,2,1,2,2,2,2,1,2,3,2,2,2,NA,-2,FALSE,FALSE
L8GKeOgD9j,1,2,2,2,2,3,3,3,4,3,3,3,3,2,2,2,2,3,2,3,2,2,2,3,3,1,3,3,3,2,3,3,2,3,1,1,2,3,3,4,2,3,3,4,3,2,3,2,4,1,3,3,2,2,3,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,NA,3,FALSE,FALSE
lbJqaPGrsh,2,3,3,1,1,2,2,3,2,2,2,3,3,2,1,3,2,2,3,2,3,3,3,1,2,2,3,3,2,3,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,3,4,2,2,3,4,2,1,3,2,3,2,3,1,2,2,1,2,2,4,1,2,3,2,3,2,NA,-2,FALSE,FALSE
lC7NjgZhPE,2,2,3,2,3,3,4,3,1,3,2,2,3,4,2,3,2,3,2,3,3,3,3,2,3,5,4,4,5,3,3,3,3,2,1,1,2,2,2,2,2,3,0,0,1,3,0,2,4,1,0,1,3,2,2,3,3,2,3,3,3,2,2,3,3,2,2,2,2,4,2,1,0.5,FALSE,FALSE
lG2U0lzjgg,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,2,3,3,2,2,2,3,2,3,3,2,3,3,3,2,2,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,1,2,1,3,2,2,2,-2,FALSE,FALSE
LjlQ4d77MU,3,4,5,4,2,2,4,4,3,4,2,1,4,5,1,3,1,1,1,4,5,5,5,4,5,4,5,5,5,4,2,4,4,2,0,0,2,3,3,2,3,3,4,2,4,1,4,1,4,2,5,3,3,4,3,5,3,4,4,3,4,3,4,4,4,1,1,1,1,2,3,1,0,TRUE,FALSE
llsuSrE1a9,1,2,4,4,2,3,2,4,2,4,3,4,4,4,3,1,1,2,2,3,4,4,2,4,2,4,1,4,4,1,3,4,3,4,3,2,3,3,1,3,1,2,4,1,2,2,4,3,3,2,4,2,2,1,4,4,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,NA,-2,FALSE,FALSE
LLtBwgD8i4,4,4,3,4,2,5,3,4,5,4,3,1,4,5,1,2,4,0,1,3,5,5,5,5,4,5,3,4,4,2,3,5,3,2,0,2,2,3,3,4,3,2,3,2,2,1,5,3,5,3,5,3,4,3,0,3,2,3,2,0,3,3,0,3,3,1,2,3,3,1,3,NA,2,FALSE,FALSE
lmJQICoStk,3,3,3,3,0,4,2,3,3,3,2,2,2,3,2,2,2,2,2,2,4,4,3,4,2,4,2,2,3,2,3,2,2,4,1,1,2,2,3,3,3,3,2,2,2,3,4,0,5,3,4,3,3,3,3,3,2,3,1,2,3,4,3,3,3,1,1,2,2,3,2,2,0.5,FALSE,FALSE
LMKnnA9PDE,3,3,3,3,3,2,2,3,4,2,3,3,3,4,2,3,3,2,1,1,4,3,4,3,4,3,3,3,4,3,3,4,3,4,1,3,3,1,4,2,2,3,2,2,3,2,4,2,1,3,4,1,1,3,1,2,1,2,2,1,3,1,1,1,3,1,1,1,1,3,1,NA,-2,FALSE,TRUE
LqvNDnJsII,3,3,2,3,1,5,4,4,5,3,4,2,4,4,3,4,0,5,2,4,4,2,4,1,3,4,4,3,1,1,4,4,1,0,4,0,4,5,0,0,0,1,4,4,5,1,5,0,5,4,5,5,3,1,2,4,2,4,1,1,2,4,4,4,4,3,4,4,4,4,2,2,-2,FALSE,FALSE
luMqgVYh7U,3,5,3,2,3,5,4,4,5,3,3,4,4,5,3,4,0,2,2,3,5,5,4,2,3,5,5,4,4,2,4,3,4,0,1,2,3,4,2,1,4,3,4,2,4,1,5,2,5,2,5,1,4,4,5,5,3,5,3,4,5,2,5,5,5,2,1,3,4,3,2,3,1,FALSE,TRUE
m239u1EYWS,3,2,3,3,3,3,3,3,2,2,1,1,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,4,3,3,3,2,1,3,4,1,3,4,3,3,2,3,3,2,2,2,3,3,3,3,4,3,3,3,2,3,2,3,2,2,2,3,2,3,3,0,0,2,1,2,3,2,2.5,FALSE,FALSE
MGfL1HbPXm,4,3,4,3,2,4,4,4,4,2,2,3,4,3,2,2,1,2,2,2,5,5,4,3,5,4,3,4,5,2,2,4,3,3,2,2,4,4,3,3,3,3,2,4,4,2,5,2,3,4,3,2,3,3,1,1,2,3,1,1,1,1,1,3,2,1,1,3,3,2,3,1,-1,FALSE,TRUE
MJWkid756C,3,3,3,3,1,2,3,3,2,1,2,2,3,3,2,2,3,1,1,1,4,4,3,4,2,3,3,3,4,1,4,4,2,2,2,2,2,2,2,2,3,3,2,2,1,2,4,2,3,3,4,2,3,3,2,1,2,3,1,0,3,2,2,1,3,1,3,3,1,3,2,2,2,FALSE,FALSE
mL9vGWF9OH,3,2,4,4,3,3,2,2,3,4,4,4,3,4,1,1,0,1,1,3,4,3,5,3,5,4,2,4,4,3,3,4,3,3,2,3,4,3,4,2,3,3,4,3,3,2,4,3,3,3,5,3,4,3,3,4,3,3,4,2,3,3,4,3,3,3,3,3,3,1,3,1,-2,FALSE,FALSE
mLYQyZtbMD,2,3,2,3,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,2,1,2,1,1,2,1,NA,0,FALSE,FALSE
MMghVvwLxv,2,1,4,0,2,3,1,2,0,1,0,4,3,3,2,4,0,4,2,3,4,3,3,5,2,5,3,3,4,2,2,0,1,0,1,1,0,2,0,0,1,1,0,1,0,0,5,1,3,4,4,1,0,2,2,2,2,2,1,2,4,2,2,0,2,0,1,2,3,3,4,2,0.5,FALSE,FALSE
mMvLVvgjht,5,5,0,0,5,5,5,5,5,5,5,5,5,5,4,5,0,5,5,5,5,5,1,5,5,5,5,5,5,0,5,4,5,0,4,5,5,5,0,0,0,5,5,5,5,0,5,5,5,5,0,5,0,5,5,5,5,5,0,5,5,5,5,5,5,2,3,3,2,2,1,NA,1,FALSE,FALSE
MngwEZhwjX,5,4,5,4,2,5,3,4,4,5,4,3,4,5,2,2,0,1,2,5,5,5,5,5,5,4,5,5,5,3,3,5,2,2,0,1,3,3,2,2,2,1,3,2,3,1,5,2,4,4,5,2,1,4,4,3,3,4,4,3,3,3,3,3,5,0,2,2,1,2,2,2,-2,TRUE,FALSE
Mos9HG84GW,2,1,2,2,0,4,3,3,4,2,2,3,2,3,2,3,2,3,3,3,5,3,3,2,2,3,3,4,3,2,0,3,2,1,0,2,2,2,2,1,2,2,3,2,2,3,5,0,1,3,5,2,3,0,0,3,0,0,0,0,0,0,1,0,1,3,3,3,3,4,2,2,-1,FALSE,FALSE
mSkU22T9Di,2,2,2,2,1,3,2,2,2,1,1,1,2,2,1,2,3,2,1,2,2,2,3,3,1,3,2,1,2,1,2,3,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,3,2,1,2,3,3,4,2,3,3,3,3,2,2,3,3,1,2,3,2,1,1,1,-2,FALSE,FALSE
MtESQu4nk5,2,1,2,2,2,2,1,2,3,3,3,3,2,2,1,3,4,2,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,3,2,1,2,3,4,3,2,2,3,2,2,3,1,3,2,2,1,1,3,3,2,3,2,3,2,4,3,1,2,4,1,1,1,2,1,0,3,1,-2,FALSE,FALSE
mTLRvEfmIq,3,1,4,2,1,2,1,3,2,0,1,1,0,4,0,0,5,1,0,1,3,3,4,3,1,2,2,3,1,2,1,3,2,2,1,1,2,2,1,2,2,2,3,2,3,4,3,0,2,1,3,0,3,3,2,3,3,3,2,1,3,1,3,4,4,0,3,1,3,4,4,3,2,FALSE,FALSE
